,author_id,label,author_name
215,12916,0,Kamalakar Karlapalem
216,12945,0,Mathias Weske
217,12977,0,Chun Zhang
218,13075,3,Armin B. Cremers
219,13086,0,Kaladhar Voruganti
220,13095,0,Brian F. Cooper
221,13101,0,Yi Chen
222,13103,2,Donghui Feng
223,13106,0,Sebastian Richly
224,13125,0,Nabil R. Adam
225,13148,0,Fabio Casati
226,13152,1,Anuradha Bhamidipaty
227,13209,1,Jun Zhu
228,13226,0,Marco Vieira
229,13239,0,Yuan-Chi Chang
230,13290,2,Jin-Kao Hao
231,13312,2,Lotfi Ben Romdhane
232,13319,1,Jun Yan
233,13375,0,Anand Ranganathan
234,13377,0,Prasad M. Deshpande
235,13380,1,Jimeng Sun
236,13401,1,Hasan Davulcu
237,13428,0,Avraham Leff
238,13440,0,Dipayan Gangopadhyay
239,13451,0,German Shegalov
240,13485,1,Shantanu Godbole
241,13548,3,Xing Wei
242,13573,0,Nancy A. Lynch
243,13801,0,Ajay Gupta
244,13848,0,Le Gruenwald
245,13896,2,Jonathan P. Pearce
246,13897,2,Milind Tambe
247,13957,2,Enrico Pontelli
248,14112,2,Tao Wang
249,14117,1,Jian Xu
250,14127,0,Prashant J. Shenoy
251,14180,0,Panos K. Chrysanthis
252,14236,0,Tore Risch
253,14408,1,Sadok Ben Yahia
254,14481,0,Maarten Marx
255,14496,3,Martine De Cock
256,14513,1,Jan Rauch
257,14572,2,Andrzej Szalas
258,14696,1,Jian Chen
259,14729,2,Eunok Paek
260,15009,1,Susumu Horiguchi
261,15083,3,Li Tao
262,15135,2,Jonathan Amsterdam
263,15138,2,Franz Baader
264,15142,2,Frank Wolter
265,15148,1,John G. Hughes
266,15151,2,Duc Nghia Pham
267,15152,2,John K. Slaney
268,15153,2,Abdul Sattar
269,15157,2,Bruce G. Buchanan
270,15158,2,Rens Bod
271,15179,2,Arthur M. Farley
272,15181,2,Robert McCartney
273,15200,2,Alon Altman
274,15201,2,Moshe Tennenholtz
275,15202,2,Michael T. Cox
276,15204,0,Diego Calvanese
277,15206,0,Maurizio Lenzerini
278,15210,2,Margot Flowers
279,15218,2,Cristopher Moore
280,15222,2,William Adams
281,15229,2,Wolfgang Wahlster
282,15249,2,Kagan Tumer
283,15250,2,Peter M. Andreae
284,15254,2,Sabine Bergler
285,15266,1,Fabrizio Angiulli
286,15267,2,Luigia Carlucci Aiello
287,15272,2,Janice S. Aikins
288,15276,2,Carles Mateu
289,15278,2,John P. McDermott
290,15283,2,Alvaro del Val
291,15290,2,Grigoris Antoniou
292,15291,2,Venkat Ajjanagadde
293,15292,2,David Billington
294,15294,0,Michael J. Maher
295,15297,2,Elaine Kant
296,15305,2,Henri Prade
297,15310,2,Eyal Amir
298,15324,2,David W. Aha
299,15334,2,Agustin A. Araya
300,15350,2,Norman K. Sondheimer
301,15359,2,R. James Firby
302,15364,3,Kenrick J. Mock
303,15365,2,Donald C. Allen
304,15381,2,Mehran Asadi
305,15385,2,Barbara Hayes-Roth
306,15392,2,Robert St. Amant
307,15407,2,Maja J. Mataric
308,15410,2,Richard Fikes
309,15414,1,Guizhen Yang
310,15420,2,Randall Davis
311,15424,2,Ron Lavi
312,15425,2,Elan Pavlov
313,15438,2,Maxim Peysakhov
314,15440,2,William C. Regli
315,15441,2,Evan Sultanik
316,15454,3,Steve Whittaker
317,15463,1,Sugato Basu
318,15468,2,Craig Boutilier
319,15469,2,Adam J. Grove
320,15470,3,Catherine Baudin
321,15474,2,Barney Pell
322,15475,2,Joseph Y. Halpern
323,15478,2,Eric B. Baum
324,15481,2,Qiang Yang
325,15487,2,Norman I. Badler
326,15493,2,Raymond J. Mooney
327,15494,2,Kenneth M. Bayer
328,15501,2,William Mark
329,15514,1,Naren Ramakrishnan
330,15516,2,Christopher Bailey-Kellogg
331,15521,2,Dennis F. Kibler
332,15524,2,Delbert D. Bailey
333,15530,2,J. Christopher Beck
334,15542,2,William Bain
335,15545,1,Minqing Hu
336,15547,2,Cecile T. Balkanski
337,15554,2,Phil Hayes
338,15566,2,Scott Davies
339,15570,2,Henry A. Rowley
340,15571,2,Nadya Belov
341,15574,0,Matthew Morgenstern
342,15575,2,Robert Neches
343,15578,2,Philip London
344,15582,2,Bikramjit Banerjee
345,15588,2,Didier Dubois
346,15592,2,Chitta Baral
347,15594,2,Alessandro Saffiotti
348,15601,2,Tran Cao Son
349,15607,2,D. Paul Benjamin
350,15608,2,Malcolm C. Harrison
351,15610,2,Le-Chi Tuan
352,15612,2,Anthony G. Cohn
353,15615,2,Russell Bent
354,15644,2,John K. Tsotsos
355,15645,2,Jihie Kim
356,15647,2,George Berg
357,15659,2,Antje Beringer
358,15663,2,Torsten Schaub
359,15667,2,Jim E. Greer
360,15672,0,Cyrus Shahabi
361,15686,2,Stephen J. Buckley
362,15696,0,Anthony J. Bonner
363,15700,2,Gary C. Borchardt
364,15701,2,Marie-Odile Cordier
365,15704,2,Barry O'Sullivan
366,15706,2,Marco Cadoli
367,15710,2,Toby Walsh
368,15713,2,Robert C. Bolles
369,15717,2,Alan Borning
370,15724,2,Mehdi T. Harandi
371,15725,2,Alexander Botta
372,15728,2,Sooraj Bhat
373,15732,2,Jack Mostow
374,15738,2,Amitava Bagchi
375,15756,2,Duane Szafron
376,15757,2,Richard Dearden
377,15768,2,Raymond Reiter
378,15774,2,Lawrence Birnbaum
379,15777,2,Gregg Collins
380,15779,2,Bruce Krulwich
381,15780,2,Rod McGuire
382,15786,2,Marc G. Slack
383,15787,2,Andrew McCallum
384,15791,2,Michael H. Bowling
385,15794,2,P. Anandan
386,15795,2,Dana F. Wilkinson
387,15796,2,Ali Ghodsi
388,15800,2,Gheorghe Tecuci
389,15806,2,Andrew Blake
390,15807,2,Andrew W. Moore
391,15816,2,Ronald J. Brachman
392,15829,2,Wendy G. Lehnert
393,15830,1,Eric Bloedorn
394,15836,2,Robert L. Blum
395,15839,2,Carmel Domshlak
396,15841,2,Solomon Eyal Shimony
397,15844,2,Manuela M. Veloso
398,15846,2,Bonnie L. Webber
399,15848,2,Mark S. Boddy
400,15863,2,Benjamin W. Wah
401,15876,2,David Kortenkamp
402,15883,2,Felix Brandt
403,15884,2,Felix A. Fischer
404,15887,2,Gregory Dudek
405,15889,2,Robert Sim
406,15901,2,Darius Braziunas
407,15903,2,William F. Brewer
408,15904,2,Gerhard Brewka
409,15908,2,Romeo Sanchez Nigenda
410,15909,2,Minh Binh Do
411,15921,0,Michael L. Brodie
412,15926,2,Jennifer G. Dy
413,15940,2,Brian Scassellati
414,15946,3,W. Bruce Croft
415,15950,2,Ioannis Tsamardinos
416,15955,2,Silvia Coradeschi
417,15973,2,Scott H. Clearwater
418,15984,2,Hung Hai Bui
419,15986,2,Svetha Venkatesh
420,15993,2,David C. Wilkins
421,15994,2,Alan Bundy
422,15997,2,Wray L. Buntine
423,16001,2,Gerhard Lakemeyer
424,16026,2,Tom Bylander
425,16039,2,Paul E. Utgoff
426,16041,2,Ellen Campana
427,16047,1,Adrian Silvescu
428,16048,3,Sandra Carberry
429,16053,2,Claire Cardie
430,16055,2,Giuseppe Carenini
431,16057,2,Mark James Carman
432,16058,3,David Carmel
433,16067,2,Leslie Pack Kaelbling
434,16074,2,Laurent Catach
435,16081,2,Angelo Oddi
436,16092,2,Xiaoyong Chai
437,16094,2,Ronald Parr
438,16101,2,Hei Chan
439,16102,2,Adnan Darwiche
440,16116,2,Alan K. Mackworth
441,16122,2,Eugene Charniak
442,16128,2,Mike Perkowitz
443,16133,2,Mark E. Stickel
444,16135,2,Richard J. Waldinger
445,16142,2,Hubie Chen
446,16153,2,Radhika Nagpal
447,16159,2,Yun-Gyung Cheong
448,16160,2,Daniel L. Chester
449,16162,2,David Maxwell Chickering
450,16163,2,Steve Chien
451,16169,3,Hai Leong Chieu
452,16170,2,Fumihiko Chimura
453,16186,2,Arthur Choi
454,16189,2,Lonnie Chrisman
455,16191,2,Jens Christensen
456,16198,3,Jennifer Chu-Carroll
457,16200,2,David A. Plaisted
458,16201,3,Tat-Seng Chua
459,16216,2,Paolo Traverso
460,16217,2,William J. Clancey
461,16224,2,Tad Hogg
462,16225,2,Bradley J. Clement
463,16226,0,James Clifford
464,16231,3,Martin Rajman
465,16245,2,Peter Jeavons
466,16259,1,Niall M. Adams
467,16260,2,Yoram Singer
468,16269,2,John W. Collins
469,16270,1,Dennis DeCoste
470,16272,2,Louise Pryor
471,16279,3,Margaret E. Connell
472,16284,2,Boi Faltings
473,16285,2,Diane J. Cook
474,16300,2,Daniel D. Corkill
475,16307,2,Daniel D. Suthers
476,16311,2,Sylvie Coste-Marquis
477,16317,2,Tom Costello
478,16319,3,Barry Smyth
479,16322,2,Norman Y. Foo
480,16328,0,Dimitris Plexousakis
481,16330,2,Mark Craven
482,16334,1,Kamal Nigam
483,16336,2,Susan Craw
484,16338,2,James M. Crawford
485,16342,2,Peter F. Patel-Schneider
486,16347,2,Rajesh P. N. Rao
487,16355,3,Hang Cui
488,16362,2,James Cussens
489,16363,2,Ashwin Srinivasan
490,16377,2,Deborah A. Dahl
491,16378,2,Kathleen Dahlgren
492,16380,2,Guang Dai
493,16394,2,Alex Rogers
494,16396,2,Charles B. Callaway
495,16397,3,Jody J. Daniels
496,16398,2,Lindley Darden
497,16399,2,Matthew L. Ginsberg
498,16403,2,Denver Dash
499,16404,2,Branislav Kveton
500,16415,3,Dmitry Davidov
501,16416,1,Ian Davidson
502,16422,1,S. S. Ravi
503,16425,2,Ernest Davis
504,16427,2,Henry W. Davis
505,16431,2,Howard E. Shrobe
506,16453,2,Keiji Kanazawa
507,16458,2,Kalev Kask
508,16462,2,Mike Williamson
509,16463,2,Michael F. Deering
510,16465,2,Arthur L. Delcher
511,16473,2,John Demiris
512,16490,2,Ashwin Ram
513,16496,2,M. D. Diamond
514,16501,2,Bistra N. Dilkina
515,16503,1,Chris H. Q. Ding
516,16508,2,John Dixon
517,16515,2,Surnjani Djoko
518,16527,2,Parag Singla
519,16530,2,Steven K. Donoho
520,16537,2,Piotr J. Gmytrasiewicz
521,16541,2,Richard J. Doyle
522,16543,2,David Atkinson
523,16546,2,Thomas Drakengren
524,16554,2,Marek J. Druzdzel
525,16559,1,Maheshkumar Sabhnani
526,16562,2,Gavan Duffy
527,16564,3,Susan T. Dumais
528,16567,1,Stephen D. Durbin
529,16571,2,Jaeho Lee
530,16577,2,Eugene C. Freuder
531,16579,2,Shahid Jabbar
532,16588,2,Hans Tompits
533,16589,2,Stefan Woltran
534,16616,3,Michael Lesk
535,16619,2,Edward M. Riseman
536,16633,2,Michael P. Wellman
537,16635,2,Ethan A. Scarl
538,16637,2,Susan P. Ennis
539,16638,2,Eithan Ephrati
540,16641,2,Jeffrey S. Rosenschein
541,16648,2,Marco Gori
542,16650,2,Kutluhan Erol
543,16672,3,Doug Downey
544,16677,2,John O. Everett
545,16678,2,Matthew P. Evett
546,16679,2,William A. Andersen
547,16681,0,Ronald Fagin
548,16691,2,Brian Falkenhainer
549,16692,2,Dedre Gentner
550,16695,1,Haixun Wang
551,16697,2,James Fan
552,16703,2,Jimmy Ho-Man Lee
553,16708,2,Robert G. Farrell
554,16709,2,John R. Anderson
555,16714,1,Usama M. Fayyad
556,16720,2,Edward A. Feigenbaum
557,16721,2,Kathleen McKeown
558,16723,2,Alexander Feldman
559,16728,2,Charles Rich
560,16737,2,Robert C. Holte
561,16755,2,Paolo Ferraris
562,16762,2,Stephen Fickas
563,16764,2,D. Austin Henderson Jr.
564,16766,2,Akshay Java
565,16771,2,Andreas C. Lemke
566,16778,2,Michael R. Lowry
567,16781,2,Andrew P. Witkin
568,16782,2,Douglas H. Fisher
569,16789,2,Daniel Lemire
570,16793,2,Nicholas S. Flann
571,16807,2,Emmett Tomai
572,16811,2,Charles Forgy
573,16818,2,Bradley P. Allen
574,16821,2,Susan Fox
575,16830,2,C. David Page Jr.
576,16835,2,Peter Friedland
577,16838,2,Leonard Friedman
578,16845,0,Marc Friedman
579,16849,0,Georg Gottlob
580,16850,3,Wolfgang Nejdl
581,16855,2,Daniel Frost
582,16865,2,Akinori Fujino
583,16878,3,Stuart L. Crawford
584,16893,2,Barbara J. Grosz
585,16895,2,Michel Galley
586,16896,2,Thomas Y. Galloway
587,16897,2,Antony Galton
588,16899,2,Klaus-Peter Gapp
589,16900,2,Artur S. d'Avila Garcez
590,16911,3,Daniela Rus
591,16914,2,Alan Garvey
592,16918,2,John Gaschnig
593,16929,2,Andrew S. Gavin
594,16931,2,Martin Gebser
595,16932,2,Joohyung Lee
596,16933,2,Yuliya Lierler
597,16934,2,Christopher W. Geib
598,16949,2,Andrew Gelsey
599,16964,2,Geoffrey J. Gordon
600,16968,2,Melinda T. Gervasio
601,16969,2,Wayne Iba
602,16973,1,Lise Getoor
603,16988,2,Allen Ginsberg
604,16996,2,Andrea Giovannucci
605,17000,2,Marco Maratea
606,17014,2,Ido Dagan
607,17015,2,Moshe Koppel
608,17019,2,Naftali Tishby
609,17037,2,Andrew R. Golding
610,17041,2,David J. Musliner
611,17045,2,David Jerald Goldstone
612,17054,3,Joseph A. Konstan
613,17057,3,Jonathan L. Herlocker
614,17059,2,Bradley A. Goodman
615,17076,2,Devika Subramanian
616,17085,2,David B. Sher
617,17093,1,Dan L. Grecu
618,17095,2,Ian Green
619,17101,2,Russell Greiner
620,17104,2,Ramana Isukapalli
621,17107,3,Wei Zhou
622,17144,2,Mark D. Grover
623,17148,1,Lyle H. Ungar
624,17161,2,Raymond D. Gumb
625,17164,2,Yuhong Guo
626,17183,2,J. David Schaffer
627,17192,2,Gail Haddock
628,17198,3,Stefan Schulz
629,17199,1,Klemens Schnattinger
630,17207,2,Ira J. Haimowitz
631,17210,2,Mubarak Shah
632,17211,1,Shou-de Lin
633,17217,2,Steve G. Romaniuk
634,17218,2,Daniel T. Halstead
635,17221,2,Timothy M. Converse
636,17223,2,Tracy Hammond
637,17224,2,Kyungsook Han
638,17230,2,Jeffrey O. Kephart
639,17240,3,Sanda M. Harabagiu
640,17242,3,V. Finley Lacatusu
641,17247,2,Lawrence Hunter
642,17251,1,David Jensen
643,17262,2,Steven L. Lytinen
644,17263,2,Brian A. Haugh
645,17281,2,Sandip Sen
646,17284,2,David Heckerman
647,17302,1,Joseph L. Hellerstein
648,17312,2,Federico Heras
649,17313,2,Javier Larrosa
650,17314,2,Martin Herman
651,17316,2,Christoph S. Herrmann
652,17317,2,Michael Thielscher
653,17319,2,Jeff Rickel
654,17361,2,John C. Hogge
655,17362,2,James D. Hollan
656,17365,2,Alan Holland
657,17381,2,Keiko Horiguchi
658,17383,2,Ian Horrocks
659,17386,2,John F. Horty
660,17388,2,David S. Touretzky
661,17397,2,Jane Yung-jen Hsu
662,17399,2,Jinbo Huang
663,17403,2,Gary H. Ogasawara
664,17411,3,Fei Huang
665,17412,3,Stephan Vogel
666,17414,2,Paul D. Hubbe
667,17422,2,Ramakant Nevatia
668,17423,3,Scott B. Huffman
669,17424,2,John E. Laird
670,17434,2,Robert A. Hummel
671,17436,2,Joelle Pineau
672,17439,2,Scott B. Hunter
673,17440,2,Aaron Hunter
674,17452,2,Nathanael Hyafil
675,17457,2,David Elliot Shaw
676,17459,2,Robert McGrew
677,17468,2,Satinder P. Singh
678,17477,2,Takayuki Ito
679,17479,2,Hiromitsu Hattori
680,17480,2,Atsushi Iwasaki
681,17484,3,Makoto Iwayama
682,17485,3,Takenobu Tokunaga
683,17487,2,Peter Jackson
684,17489,3,Paul S. Jacobs
685,17496,2,Jyh-Shing Roger Jang
686,17508,1,Daniel Boley
687,17511,1,Euna Jeong
688,17517,2,Kevin Leyton-Brown
689,17528,2,George H. John
690,17529,2,Jeffrey Johns
691,17530,2,Sridhar Mahadevan
692,17544,0,David Scott Warren
693,17550,2,John R. Josephson
694,17562,3,Christopher G. Chute
695,17565,2,Sanjaya Addanki
696,17568,2,Darsana P. Josyula
697,17569,2,Michael L. Anderson
698,17573,2,Ulrich Junker
699,17577,2,Olivier Lhomme
700,17583,2,John Seely Brown
701,17596,2,Jeff Pepper
702,17606,2,Meir Kalech
703,17613,1,Micheline Kamber
704,17614,1,Rajjan Shinghal
705,17633,0,Dimitris Papadias
706,17635,2,Michael Kass
707,17646,1,Kenneth A. Kaufman
708,17668,0,Charles Kellogg
709,17669,2,Van E. Kelly
710,17671,2,Louis I. Steinberg
711,17678,1,Randy Kerber
712,17693,2,Kee-Eung Kim
713,17712,2,Martha Stone Palmer
714,17714,2,Larry A. Rendell
715,17719,0,Todd C. Mowry
716,17724,1,Ted E. Senator
717,17752,2,Matthew Klenk
718,17762,2,Steve K. Luk
719,17763,2,Pragnesh Jay Modi
720,17764,2,Ion Muslea
721,17766,2,Josh D. Tenenberg
722,17770,2,Michail G. Lagoudakis
723,17781,0,Jack Minker
724,17783,2,Mieczyslaw M. Kokar
725,17805,2,Terry E. Weymouth
726,17807,2,Andrew P. Kosoresow
727,17818,0,Manolis Koubarakis
728,17823,2,John R. Koza
729,17829,2,Paul A. Viola
730,17838,2,Miroslav Kubat
731,17840,1,Jeremy Kubica
732,17841,2,Jeff G. Schneider
733,17849,2,Gregory Kuhlmann
734,17860,2,T. K. Satish Kumar
735,17863,2,K. Ramesh
736,17864,2,V. Nageshwara Rao
737,17866,2,Steve Kuo
738,17869,1,Brian Livezey
739,17871,2,P. Pandurang Nayak
740,17894,2,Kristian Kersting
741,17902,2,Stellan Ohlsson
742,17912,2,Pattie Maes
743,17935,2,David Wolpert
744,17952,2,Michael Lebowitz
745,17954,2,Wood W. Lee
746,17969,2,Sylvian R. Ray
747,17996,3,Natasa Milic-Frayling
748,18004,2,Jasmina Pavlin
749,18005,0,Jacek Leszczylowski
750,18006,0,Julie Letchner
751,18018,2,John Levine
752,18019,2,Robert Levinson
753,18022,2,Tod S. Levitt
754,18025,2,Ilya Levner
755,18027,1,Marie-Christine Rousset
756,18028,0,Anand Rajaraman
757,18029,0,Joann J. Ordille
758,18032,2,Pascal Poupart
759,18035,2,Hui Li
760,18036,2,Xuejun Liao
761,18045,2,Lin Liao
762,18047,2,Shimei Pan
763,18053,2,Henry Lieberman
764,18057,2,Prasad Tadepalli
765,18062,2,Gerald Liu
766,18072,2,Zheng-Yang Liu
767,18073,2,Anthony Stentz
768,18074,1,Wynne Hsu
769,18084,3,Wee Sun Lee
770,18093,2,Shieu-Hong Lin
771,18099,2,Karen E. Lochbaum
772,18104,2,David Sarne
773,18118,2,Yuanlin Zhang
774,18123,1,Shai Ben-David
775,18125,2,Charles X. Ling
776,18138,3,Eric Nyberg
777,18141,2,William J. Long
778,18148,2,Dimitris Margaritis
779,18158,2,Kian Hsiang Low
780,18161,2,Dragos D. Margineantu
781,18164,2,Thomas M. Strat
782,18182,2,Marc Luria
783,18188,2,T. Anthony Marsland
784,18191,2,Bhaskara Marthi
785,18201,2,Robert M. MacGregor
786,18204,3,Paolo Avesani
787,18206,2,John MacIntyre
788,18215,2,Luca Maria Gambardella
789,18223,2,Trevor Walker
790,18238,2,Nobuyuki Otsu
791,18239,2,Omid Madani
792,18251,0,Alon Y. Halevy
793,18255,2,Michael J. Witbrock
794,18260,3,Michael L. Mauldin
795,18274,2,Zohar Manna
796,18286,2,Randall Steeb
797,18291,2,Gregory Druck
798,18296,2,L. Thorne McCarty
799,18300,1,Subramani Mani
800,18305,2,Ruven E. Brooks
801,18306,2,David D. McDonald
802,18312,2,Thomas F. McDougal
803,18326,2,Jacques Robin
804,18330,3,Vasileios Hatzivassiloglou
805,18333,3,Yifen Huang
806,18336,2,Debasis Mitra
807,18345,2,Felix Frayman
808,18350,3,Jade Goldstein
809,18356,2,James R. Meehan
810,18363,2,Itay Meiri
811,18368,2,Luiz Homem de Mello
812,18369,2,Arthur C. Sanderson
813,18370,2,Michael D. Moffitt
814,18380,2,Anup K. Sen
815,18381,2,Dov Monderer
816,18386,2,Leonid Peshkin
817,18390,2,Richard Booth
818,18395,2,DoKyeong Ok
819,18413,2,Attilio Giordana
820,18414,2,Lorenza Saitta
821,18431,2,Ben Wegbreit
822,18452,2,Martin Sachenbacher
823,18454,2,Nic Wilson
824,18476,2,Leora Morgenstern
825,18487,3,Yan Qu
826,18491,2,Robert Milne
827,18492,2,Yoshua Bengio
828,18496,2,Robert Nado
829,18501,2,Srinivas Narayanan
830,18505,1,Hiroshi Motoda
831,18526,2,Peter W. Mullarkey
832,18546,2,Casimir A. Kulikowski
833,18547,2,Ramesh S. Patil
834,18550,2,Seshashayee S. Murthy
835,18562,3,Ani Nenkova
836,18564,2,Neil V. Murray
837,18565,2,Erik Rosenthal
838,18580,2,XuanLong Nguyen
839,18598,2,David C. Noelle
840,18604,2,Katashi Nagao
841,18613,2,Ranjit Nair
842,18614,2,Pradeep Varakantham
843,18618,2,Hiroshi G. Okuno
844,18625,2,Midori Tanaka
845,18629,2,Gordon S. Novak
846,18632,2,Gayathri Namasivayam
